description,points
"Too sweet in residual sugary flavors to earn a higher score, this Merlot shows jellied cherry and blackberry flavors. Those who like their red wines sweet will enjoy it.",82
"A great Cabernet that will proudly stand beside the best of Napa Valley. Made in the modern style, it's soft and sweet in blackberry, cherry, currant and dark-chocolate flavors, but the finish is thoroughly dry, wrapped in a scour of tannins and acids. So good to drink now, you might forget to age it, but don't. This will provide plenty of deliciousness over the next six-plus years.",94
"Dark berry, violet, anise and cake spice aromas lead the way. The ripe palate doles out fleshy black cherry, ground pepper, licorice and grilled sage while an espresso note closes the finish. Firm, polished tannins provide the framework. Drink 2019–2029.",91
This herbal wine offers green fruits as well as red berries. Plenty of fresh acidity brightens the mineral texture along with a crisp aftertaste. Perhaps less of the freshness would have been an advantage.,84
"Gritty, stalky aromas override the wine's plum and berry scents. This feels acidic and rough, with abrasive tannins. Thus the flavors are tight, juicy and narrow, with an emphasis on red fruits. Minerality and acidity drive the finish.",85
"Pure apple fruit emerges above the wonderfully biscuity autolysis notes and a touch of oak lends generosity and body, but nothing ever subdues the genuine fruit here, which expresses itself as the poised scent of ripe yellow and red apples. The acidity is exemplary, tight and focused, while the bready yeast notes add extra dimensions of body and texture. The length and persistence are a marvel. A total class act that is delicious now and will become honeyed with age.",92
"Ripe, savory cherry, cola and currant flavors mark this fresh young Pinot. They're brightened by crisp acidity that cuts right across the palate, making it juicy and clean. Elegant in mouthfeel, with earthy, mushroomy complexities, it should develop over the next six years.",92
"A 100% varietal wine with layers of leather and bacon at the core, this full-bodied bottling is otherwise soft and juicy in red and black fruit. Overlaying it all is a smoky quality that overbears at times, but will pair well with the right foods.",88
"This is floral and aromatic, bearing soft, ripe yellow fruit, attractive acidity and a soft, rounded texture. A shaft of citric acidity cuts through the palate, making the wine feel lively and refreshing.",86
"This single-vineyard Barolo shows ripe berry aromas and whiffs of incense and espresso. The palate shows almost overripe cherry fruit, layered with herbs, coffee and underbrush notes. It has big but ripe tannins and is fast approaching optimum drinkability. Enjoy it over the next few years.",91
"The understated but alluring perfume of ripe pear peel leads the nose of this wine. Its concentrated body has the lovely, peppery, yeasty midpalate feel that we always hope for in Grüner. Subtle, light, savory and fresh, it finishes dry and zesty.",91
"Whatever the Jackson family does in Santa Maria works quite well, including this wine. The wondrous nose shows chives, exotic pears, mandarin pith, sesame seeds, a touch of smoke and chalky grip. On the palate, flavors recall fried green apple peels, lemon juice, quince, star fruit and lemon pith.",92
"Sea salt and fresh white flowers lead the nose of this light, aromatic white. On the palate, the wine is focused and fresh, with a swash of sea salt and clean, brisk fruit on the finish. Pair with grilled seafood and salads.",90
"Volatile and sharp, this well-aged (though current) release tastes of vanilla, maple syrup and cut tobacco. After lengthy aging (48 months) in 60% new oak, the wood flavors have taken over.",83
A good amount of sweetness fills the profile of this superjammy-smelling and thick-tasting wine. Aromas suggest dark raisins and prunes; the flavors are equally overripe with vanilla and maple accents. The texture is soft and unctuous.,85
"In a reference to the storks who build nests in the chimneys of the Eiffel-designed DFJ winery, Storks Landing shows bright acidity, layers of citrus plus a touch of more exotic pineapple. A blend of Fernão Pires and Chardonnay, it's fresh and light in the mouth, mineral and crisp at the end.",86
"Quinteto is a Cabernet Franc-led blend of five grapes, including Syrah, Merlot, Malbec and Pinot Noir. It opens with scratchy raspberry and herbal aromas that turn murkier with time. Briny flavors of olive and herbal plum carry onto the finish.",85
"Tar and smoke add a note of intrigue to dark, dense plum, blueberry and black cherry fruit. Everything is still held back, still taut, still tightly coiled. There is fine structure and smoky-tinged spice. Medium-bodied midpalate weight is countered by freshness and an elegant structure, what echoes is spiced blueberry. A very classy bottle indeed.",93
"White flower, toasted nut, citrus and white stone fruit aromas set the tone on this crisp sparkler. The elegant palate offers creamy pear, yellow apple, nectarine zest and bread crust alongside fresh acidity that brightens the rich flavors. An elegant perlage conveys finesse.",91
"Aloe vera balminess is promised on the zesty, aromatic nose. The palate fulfills this easily: this is supple and flowing, concentrated and fluid. White pepper, grapefruit zest, juicy pear and greenish leafiness all gather around the central seam of freshness. Elegance, poise and total refreshment is the result.",93
"Smooth wine, the wood aging underlaying the cherry and ripe plum fruit flavors. It is powerful, yes, although there is a great sense of style from the ripe fruit integrated into rich tannins and final acidity.",91
"Very light in the glass, this vanguard blend of 9% Chardonnay, 29% Pinot Blanc and 32% Pinot Gris shows tight aromas of wet cement, sliced apple, Key lime sorbet and kiwi popsicle. There's lots of brisk, apple- and pear-driven energy on the palate, which also offers a very stony character and white-rock minerality, all dancing across the tongue with panache.",92
"Produced from organically grown grapes, the wine is rich and structured. It comes from an estate that has never seen pesticides or artificial fertilizers (the previous owner was 104 years old when she died and never used them). It is a full of blackberry fruits, rich with tannins and firm with a dark core of dryness. Drink this wine from 2020.",91
"Clean and classic aromas of dark-red fruit, from cherry to bramble, meet with candied rose petal and clove aromas on the nose of this appellation blend. The palate is led by allspice and dried mint, all packaged in a medium-bodied format.",91
"The winery's flagship offering, this wine is a blend of 60% Mourvèdre, 30% Grenache and 10% Syrah. It conjures up aromas of high-toned herbs, potpourri and the purest of cherry notes. The flavors coat the palate, showing a hypnotic sense of purity along with an impressive mouthfeel.",92
